region,year,yield_c_ha,sown_area_grain_kha,sown_area_total_kha,gross_harvest_kt,fert_mineral_kg_ha,fert_organic_t_ha,yield_lag_1,yield_lag_2,yield_lag_3,sown_area_lag_1,yield_roll_mean_3,yield_roll_mean_5,yield_lag1_vs_norm,grain_share_lag_1,sown_area_change_1,fert_mineral_lag_1,fert_organic_lag_1,t2m_season_mean,t2m_season_min,t2m_season_max,swvl1_season_mean,swvl1_season_min,swvl1_season_max,tp_season_sum,ssrd_season_sum,pev_season_sum,season_months_available,t2m_apr,swvl1_apr,tp_apr,ssrd_apr,pev_apr,t2m_may,swvl1_may,tp_may,ssrd_may,pev_may,t2m_jun,swvl1_jun,tp_jun,ssrd_jun,pev_jun,t2m_jul,swvl1_jul,tp_jul,ssrd_jul,pev_jul,t2m_aug,swvl1_aug,tp_aug,ssrd_aug,pev_aug,t2m_sep,swvl1_sep,tp_sep,ssrd_sep,pev_sep,water_balance_season_mm,aridity_index_season,n_months_above_15c,n_months_below_5c,gdd_base10_season
Алтайский край,2010,12.8,3393.6,5135.7,4240.8,2.9,0.2,15.3,11.3,13.2,3803.97,13.266666666666666,11.8,3.5,0.6973005968529571,0.005896865670457663,3.5,0.2,13.05567951430163,2.400056710595436,18.419120735259582,0.311779743764282,0.2385997814396112,0.4175752878505431,254.16971622249358,3464.0306787766476,1735.719719159424,6,2.400056710595436,0.4175752878505431,26.6675810739052,566.2304135426801,167.53914703815607,9.990261866465346,0.3510681044364703,50.01039704211528,622.0236666731535,289.2344064255933,18.419120735259582,0.268586021669667,52.141762433935256,697.6413923219814,383.03965227311824,17.53936857740632,0.3391452200483401,83.260721873969,577.1721260185759,263.49923828899307,18.273832876078075,0.2557040471410604,19.170000085851537,600.6441824051304,346.5488778508801,11.71143632000502,0.2385997814396112,22.919253712717307,400.3188978151261,285.85839728268303,-1481.5500029369302,6.82897925431848,3,1,794.1259567159543
Алтайский край,2011,11.3,3628.3,5487.0,3919.5,3.8,0.2,12.8,15.3,11.3,3393.6,13.133333333333335,12.6,0.20000000000000107,0.6607862608797243,-0.1078793996798082,2.9,0.2,14.834351926227441,7.7388818807488065,20.3010637879741,0.2987965906191835,0.2637271332772418,0.4049714268545617,259.05882257087274,3605.9958152870413,1958.0757772069703,6,7.7388818807488065,0.4049714268545617,37.712507549844666,542.5655979566563,222.1795367567163,12.273393185399186,0.2978556522064006,34.05550808817963,709.4076935931005,377.004600893286,20.3010637879741,0.2854619454304131,55.77889457468581,706.123221813357,362.702751452287,18.806127897293837,0.2688443480419512,51.73349452669633,680.7096783210968,378.12355217721176,17.22359951176196,0.2719190379045327,53.12645573609271,533.0280716965943,328.19211829003905,12.66304529418676,0.2637271332772418,26.65196209537357,434.1615519062362,289.8732176374303,-1699.0169546360976,7.55842151128161,3,0,956.3200108929304
Алтайский край,2012,8.4,3538.1,5427.0,2516.8,3.8,0.2,11.3,12.8,15.3,3628.3,13.133333333333335,12.780000000000001,-1.4800000000000004,0.6612538727902315,0.06915959453088183,3.8,0.2,15.979884891096674,7.504894808972153,22.412644367985703,0.29573008354374847,0.2600185389225591,0.3661058941334552,300.3070981206673,3615.414015331269,2121.3073263398737,6,7.504894808972153,0.3661058941334552,26.322389236029483,553.8858456965944,276.70493378266457,12.190896869644234,0.2962668282645089,35.73183519630835,683.0121702370633,391.6860904012408,21.77823453394518,0.2628398289568706,60.3499151282824,729.9929676514816,442.5425185916277,22.412644367985703,0.276573137285856,71.75541814090828,712.8153091021671,432.5222300611888,18.811318558056485,0.2600185389225591,58.7598402314679,548.1136043290579,332.5410518154324,13.181320207976285,0.3125762736992412,47.38770018767093,387.5941183149049,245.3105016877197,-1821.0002282192063,7.063793495442138,3,0,1174.6472959239231
Алтайский край,2013,14.2,3536.2,5482.9,4926.1,4.2,0.3,8.4,11.3,12.8,3538.1,10.833333333333334,11.82,-3.42,0.6519439837847798,-0.02486012733235954,3.8,0.2,13.00719007683,4.812343130740203,19.294360664701745,0.35939183685784143,0.3150073679502639,0.4266384956531955,404.29982527099736,3338.8809625059707,1544.5408387186253,6,4.812343130740203,0.4266384956531955,28.955571300968813,533.4101172578505,176.17336558800045,9.562941267173017,0.4047937675789888,102.26214615237222,590.7125331508181,312.01472730498983,15.49297613576681,0.3162855699177286,41.13193502421983,661.900793100398,323.5559593202371,19.294360664701745,0.3150073679502639,94.4352683719134,638.4564750181336,287.7830199696279,17.975573152780896,0.3690640746044512,105.03794765367624,520.5266401353383,239.07857185599556,10.904946109817333,0.3245617454424204,32.47695676784688,393.8744038434321,205.9351946797744,-1140.241013447628,3.820285694368871,3,1,727.3056157094861
Алтайский край,2014,11.2,3717.0,5444.3,3294.9,5.0,0.2,14.2,8.4,11.3,3536.2,11.299999999999999,12.4,1.799999999999999,0.6449506647941783,-0.000537011390294273,4.2,0.3,14.04446724002103,6.465758613272612,19.98749036826905,0.3189458215762147,0.2994201066271492,0.3735314444702634,358.47470450909316,3520.4594998850066,1881.929320088402,6,6.465758613272612,0.3735314444702634,34.84561089594131,523.398483423264,291.3968819978225,11.057125083791789,0.3096955546970021,75.3721574674394,666.5197326448474,364.0242543356548,18.22055331487036,0.3025360309882587,45.89092212245989,721.8175542591773,362.48456256703855,19.98749036826905,0.2994201066271492,103.25556721816136,657.2386580557276,343.2581395846666,18.81652455184377,0.3048352018387535,53.308818785114106,591.445697437417,312.1811552240964,9.719351508078605,0.3236565908358614,45.80162801997705,360.0393740645732,208.58432637912307,-1523.4546155793087,5.249824594082801,3,0,862.3119395671538
Алтайский край,2015,11.0,3632.1,5365.6,3940.4,6.8,0.3,11.2,14.2,8.4,3717.0,11.266666666666666,11.580000000000002,-0.38000000000000256,0.6827323990228312,0.05112832984559712,5.0,0.2,14.454521879488368,4.977508879656966,20.449040541381063,0.3310951042822042,0.2903883882140438,0.4280745832332727,366.6841215523551,3537.4199235364886,1854.7871513510504,6,4.977508879656966,0.4280745832332727,45.87377708039482,535.255703299425,177.0530694462145,13.132091048796212,0.3538353442091269,69.7580304504786,647.451899017249,326.7488531531064,19.688473603874115,0.30123485647857,41.48678194309475,750.4142849800974,420.2824116267234,20.449040541381063,0.2903883882140438,79.33066198521996,662.5280926837683,360.3093091699994,18.166070759101387,0.2935533013189856,58.14796686126145,590.9559294383016,353.7983268084172,10.31394644412046,0.3194841522392262,72.08690323190552,350.81401411764705,216.59518114658965,-1488.1030297986954,5.058269617726613,3,1,974.2358742674758
Алтайский край,2016,13.4,3646.2,5378.3,4829.7,11.7,0.3,11.0,11.2,14.2,3632.1,12.133333333333333,11.22,-0.22000000000000064,0.6769233636499179,-0.022841000807102496,6.8,0.3,15.227757038002315,7.631619018392769,20.67925219327043,0.33200425636306125,0.2547844638343619,0.4143558115834738,394.08194451885936,3512.1826575824857,1705.0421674155466,6,7.631619018392769,0.4143558115834738,71.47894653029104,495.6975169305617,177.23235918298752,11.295352344268338,0.3457340947403838,56.05801150373899,709.6366975170279,352.6422904506952,19.34795098960637,0.2985746779308968,68.148015619864,683.735046475011,354.4540790950551,20.67925219327043,0.3699397711772826,136.53931844763684,612.8059467607253,250.7701468106552,17.531491829873403,0.3086367189119686,39.97639001405872,575.3104792755419,305.5942492581795,14.880875852602571,0.2547844638343619,21.88126240326975,434.9969706236178,264.34904261797413,-1310.9602228966874,4.326618336948318,3,0,1031.5537926560455
Алтайский край,2017,14.1,3746.3,5397.9,4975.5,12.1,0.3,13.4,11.0,11.2,3646.2,11.866666666666665,11.639999999999999,1.7600000000000016,0.6779465630403658,0.003882051705624834,11.7,0.3,14.515200702634075,5.41666450888539,20.46521299514876,0.3381541827321492,0.273727032316833,0.4226077998016641,376.7838372264612,3506.228327665635,1778.4699995642422,6,5.41666450888539,0.4226077998016641,35.31800309498454,523.4851407518797,187.89367874683083,13.551901597398851,0.3348698166818125,42.70546711176378,687.6462218956215,411.8317515580647,20.46521299514876,0.273727032316833,51.06352781907815,714.3839364971252,391.17409240113375,19.42758251326848,0.3432055966403831,119.50786545673326,646.4926816886333,296.30944880169613,17.78687750079473,0.3194688259632595,54.1196506474458,572.627870432552,289.22372990177035,10.442965100308244,0.3350460249889429,74.06932309645565,361.5924763998231,202.03729815474657,-1401.686162337781,4.72013346606297,3,0,971.002552819034
Алтайский край,2018,15.6,3240.382,5134.698,5010.7497,11.9,0.3,14.1,13.4,11.0,3746.3,12.833333333333334,12.78,1.3200000000000003,0.6940291594879491,0.027453238988536022,12.1,0.3,13.484450218204087,3.9783657068913385,19.62020752277067,0.3402081635362821,0.2650502275334476,0.4216310685844033,362.33536667981457,3338.402866018576,1716.9792176756064,6,3.9783657068913385,0.4216310685844033,40.669835047013336,493.92905246351177,191.16024300950332,8.717893898924729,0.4160000962633203,118.46135386085813,536.3323217983193,278.66127464569337,19.62020752277067,0.3246758253054511,56.35278675470819,706.6603861565678,357.05061885620944,18.99157499965452,0.29042221939917,58.71436719529121,664.2620805493145,348.1381013297444,18.222038782618316,0.2650502275334476,44.2851706629519,569.421820570544,321.4371242139889,11.376620398364937,0.3234695441319002,43.85185315899184,367.7972044803184,220.53185562046687,-1354.6438509957918,4.738646501468492,3,1,863.5268648845262
Алтайский край,2019,14.6,3169.043,5146.914,4591.6915,15.3,0.2,15.6,14.1,13.4,3240.382,14.366666666666667,13.059999999999999,2.540000000000001,0.6310754790252513,-0.1350447107813042,11.9,0.3,14.255840426476949,4.4541549149470825,20.41780079939048,0.3156362547910303,0.2672523049747242,0.4112846917781298,305.6499407118781,3523.1622662352943,1856.7457595252718,6,4.4541549149470825,0.4112846917781298,53.99807568636221,525.9321684652809,211.81389198451905,10.98317336597472,0.3243809277797262,36.91992736765468,704.1660633507297,369.2849245859901,16.870752924936426,0.3266811041850951,79.87865738443823,644.3011707651482,320.8820910342548,20.41780079939048,0.2672523049747242,45.25574616907786,676.5657491393189,360.6046486954044,19.988050779522386,0.2751205694037483,52.16358101929628,593.7917006846527,346.6588856305553,12.821109774090589,0.2890979306247581,37.433953085048834,378.4054138301637,247.50131759454803,-1551.0958188133936,6.074746015656974,3,1,953.8156542623256
Алтайский край,2020,12.6,3289.3,5175.8,3951.1,23.4,0.3,14.6,15.6,14.1,3169.043,14.766666666666666,13.74,0.8599999999999994,0.6157171073773527,-0.02201561420844822,15.3,0.2,15.97394452506282,9.109467076432791,20.69001802818167,0.3038165151378705,0.2568649771149208,0.3989312814327005,291.34199658126045,3565.7463161247233,2059.169189140286,6,9.109467076432791,0.3989312814327005,17.60815357389229,563.5578036355595,246.09576889314988,17.167018707153943,0.2814906313059763,31.003016265683687,687.1598186510394,433.8258244772761,18.034482957451075,0.2568649771149208,41.92281471735175,711.8687027686864,414.1316381651762,20.69001802818167,0.277299269381375,80.13632020205408,661.2711148571428,379.626188092741,19.368155704921776,0.2781515277523427,49.84219487493282,576.9158156329058,353.2419086576879,11.47452467623566,0.3301614038399076,70.82949694734577,364.97306057938965,232.24786085425515,-1767.8271925590257,7.067876287330747,4,0,1129.251194658581
Алтайский край,2021,17.3,3234.64885,5251.270769999999,5577.3535,28.8,0.2,12.6,14.6,15.6,3289.3,14.266666666666666,14.059999999999999,-1.459999999999999,0.6355152826616175,0.037947418195335425,23.4,0.3,14.415797158193072,3.594214806605237,20.69885989243562,0.30580365241285656,0.2654248945800565,0.4207660416911419,263.37423802141103,3568.9726711384346,1931.860066169345,6,3.594214806605237,0.4207660416911419,20.1662334502596,565.0803375497568,187.52487886273613,14.893744471472814,0.2972751163582209,20.638968379357035,722.0260162414861,412.0177483200131,17.173080218929726,0.2900386980707167,79.2158015386631,676.3078612118532,357.97684794899004,20.69885989243562,0.2654248945800565,38.493846586177575,681.4848194046881,376.2429218602518,19.00732363566317,0.2758406209291899,53.42192087420919,555.8372609102167,331.72904852281783,11.127559924051866,0.2854765428478135,51.43746719274452,368.2363758204335,266.368620654536,-1668.485828147934,7.335038083763888,3,1,1011.6169722761675
Алтайский край,2022,16.949470074974233,3353.13131,5418.16578,5648.356141229479,34.0347391238077,0.2187862197597957,17.3,12.6,14.6,3234.64885,14.833333333333334,14.84,2.460000000000001,0.6159744929702036,-0.016614826862858423,28.8,0.2,15.301301551086633,6.359396296167517,19.56114320008436,0.292197238585247,0.2491420592316902,0.4031295472676118,247.1735432660306,3533.2971811623174,2017.7002390274058,6,6.359396296167517,0.4031295472676118,36.377005901893874,557.1905182927908,232.17634427658172,16.86604968159139,0.2537946671524284,12.986381152049136,739.1372755046439,491.2534220056005,18.918315427527943,0.2809617094422061,65.00578381680117,685.4592590181336,399.75312706091296,19.56114320008436,0.2805273299826715,65.21030654332674,668.3331714949138,373.4107612080671,17.059409488507583,0.2856281184348739,48.49200851101389,579.2248234993366,327.1538718829689,13.043495212641004,0.2491420592316902,19.10205734094579,303.9521333524989,193.95271259327475,-1770.5266957613753,8.163091455365729,4,0,1086.9389926807517
Алтайский край,2023,13.813895459084952,3352.99945,5399.56774,4499.999721,33.0,0.2,16.949470074974233,17.3,12.6,3353.13131,15.616490024991412,15.409894014994848,1.5395760599793853,0.6188683488381561,0.03662915682485912,34.0347391238077,0.2187862197597957,14.533482259384558,1.825942686773544,21.935846257705407,0.31309082422674045,0.2364546224534221,0.4070037814802113,170.53295821970994,2688.2213200698807,1296.761496833656,6,1.825942686773544,0.4070037814802113,18.3120772454112,433.6823055285272,145.4935653884028,12.090822644847435,0.2867024357157542,8.411507272529402,551.5254297779744,278.8469374183136,20.20543268499836,0.2364546224534221,21.930820435699125,531.8230043166741,311.19931940679686,21.935846257705407,0.2637355016533751,28.906884038914985,507.9224869411765,266.0032408653846,18.81004904840228,0.3204266743446967,50.025011957057714,392.9281017275542,179.38714041772116,12.332800233580317,0.364221929712983,42.94665727009753,270.3399917779743,115.83129333703722,-1126.228538613946,7.604169366269625,3,1,1084.085244036969
Алтайский край,2024,18.16633124558289,3117.2,5337.7,5565.693422,35.5,0.2,13.813895459084952,16.949470074974233,17.3,3352.99945,16.021121844686395,15.052673106811838,-1.2387776477268861,0.6209755320154572,-3.932443671594843e-05,33.0,0.2,14.86204223047928,5.841991045621626,21.75617948968238,0.36301624579853525,0.3296579987746538,0.4073168734753358,468.47088699191886,3340.065368976559,1575.9504743905682,6,5.841991045621626,0.4073168734753358,44.36988114066914,517.7869809553296,220.73279768030812,12.030806918779035,0.3949454981159815,115.47930876191826,572.0425331216276,269.4894873109976,20.29372920323561,0.3485422653204991,73.84166101556829,698.1790457673596,319.7562406214398,21.75617948968238,0.3335571626497021,88.49964231110151,665.2506563724016,293.52630413524986,19.38017107336356,0.3296579987746538,87.1612669554109,542.8088650243255,277.5152288031283,9.869375652193469,0.3640776764550392,59.11912680725077,343.9972877355153,194.9304158394445,-1107.4795873986493,3.3640307608223976,3,0,1026.9937580336425
Алтайский край,2025,23.0474358755598,2769.83683,,,,,18.16633124558289,13.813895459084952,16.949470074974233,3117.2,16.30989892654736,15.765939355928415,2.4003918896544736,0.5839968525769526,-0.07032492951944858,35.5,0.2,15.562353251526266,8.313299447168902,21.37598019059601,0.33871692115888297,0.2919376715787055,0.3980865478515625,414.58485470462733,3431.586712860681,1771.6542899621793,6,8.313299447168902,0.3980865478515625,48.28169358821528,538.5416723485183,280.61314285368263,14.258310780109753,0.3272478052178931,57.38035904918396,633.7799064962405,352.80483027228945,21.37598019059601,0.2919376715787055,64.07351495450126,707.4745553206546,367.5594253977122,20.29076561031485,0.2997963933594614,66.28564123961928,674.9748807739937,346.6814352987826,16.76206888285742,0.3540143329767145,131.10406962847392,508.0376167182663,234.03759354421493,12.37369459811066,0.3612187759689608,47.45957624463365,368.77808120300745,189.9578625954974,-1357.069435257552,4.273321299265507,3,0,1073.135747132943
Амурская область,2000,8.0,235.13,655.23,120.07,8.1,0.1,,,,,,,,,,,,12.068442689655939,0.2954365714651885,18.10634085233096,0.3895739341694149,0.34002652402784,0.4025064874867924,560.0131559936897,3269.742473359426,2592.1504439587598,6,0.2954365714651885,0.4025064874867924,36.29818476057138,520.7645111803279,331.9645162030566,8.79652519851436,0.3999756453467197,70.11738706215047,634.5985674909836,560.0678559453761,16.923511942879145,0.34002652402784,98.0249842325632,683.7175150819672,612.106635998629,17.684729604252084,0.4003835678100585,182.7091389045608,523.8141120225409,369.4277770496661,18.10634085233096,0.3967658465025855,98.68860251399532,522.5094457557377,376.2084469015969,10.604111968493896,0.3977855338424932,74.17485851984848,384.3383218278688,342.37521186043494,-2032.13728796507,4.628731336425904,3,1,715.3519014952656
Амурская область,2001,9.8,228.46,630.7,190.288,10.4,,8.0,,,235.13,,,,0.35885109045678615,,8.1,0.1,10.986252514781873,-0.7588464955814516,18.597465740266443,0.3971022871674084,0.3609919125916528,0.4182199102933289,543.0729909206466,3269.0676663032787,2535.0665485318445,6,-0.7588464955814516,0.4157617819113809,32.59854142570327,563.7025300204918,394.1801251751966,8.902567078637333,0.4182199102933289,99.04960810099958,590.7080566127049,479.87254997257327,15.576159868084062,0.3609919125916528,67.98664853453911,690.3357268155737,573.6774266773804,18.597465740266443,0.39936631937496,155.226137776111,521.2643965290983,346.0466666208183,17.026187483990782,0.3955564623973409,113.95391179790212,516.2770535508196,406.6037078097952,6.573981413294064,0.392717336435787,74.2581432853915,386.7799027745902,334.6860722760807,-1991.993557611198,4.668003364030796,3,1,651.6180459944958
