region,year,period,sensor,ndvi,evi,n_pixels,n_parts
Карачаево-Черкесская Республика,2021,17,viirs,0.6092470652121467,0.34421315960594906,9304,1
Карачаево-Черкесская Республика,2021,18,viirs,0.6143785099446193,0.3948898755639527,6534,1
Карачаево-Черкесская Республика,2021,19,viirs,0.6471970603083786,0.41751312589610756,7329,1
Карачаево-Черкесская Республика,2021,20,viirs,0.7065316392745191,0.4369319280208742,7979,1
Карачаево-Черкесская Республика,2021,21,viirs,0.7126966514974433,0.4473348755552017,7842,1
Карачаево-Черкесская Республика,2021,22,viirs,0.7142733052340842,0.4876272193452032,6941,1
Карачаево-Черкесская Республика,2021,23,viirs,0.7651115748460942,0.5404396087477426,9235,1
Карачаево-Черкесская Республика,2021,24,viirs,0.7743915268726617,0.5542423481370147,9363,1
Карачаево-Черкесская Республика,2021,25,viirs,0.7637161384460318,0.5538243024230861,9373,1
Карачаево-Черкесская Республика,2021,26,viirs,0.7568121608379487,0.5541782033619352,9386,1
Карачаево-Черкесская Республика,2021,27,viirs,0.74928737275348,0.5412742957231499,9395,1
Карачаево-Черкесская Республика,2021,28,viirs,0.7207345187738152,0.5138974886757722,9357,1
Карачаево-Черкесская Республика,2021,29,viirs,0.6973779514211603,0.45553741932232805,4860,1
Карачаево-Черкесская Республика,2021,30,viirs,0.6843508461061986,0.44780730458958606,5563,1
Карачаево-Черкесская Республика,2021,31,viirs,0.6994310154075581,0.4186612328118818,8889,1
Карачаево-Черкесская Республика,2021,32,viirs,0.6932376269314904,0.41151249053407046,9097,1
Карачаево-Черкесская Республика,2021,33,viirs,0.6837434096932165,0.4052238674801239,1290,1
Карачаево-Черкесская Республика,2021,34,viirs,0.6289858661562712,0.3860914130723102,3034,1
Карачаево-Черкесская Республика,2021,35,viirs,0.5548414663501093,0.28459429632465827,8347,1
Карачаево-Черкесская Республика,2022,13,viirs,0.3367455898243096,0.14993821270231672,8504,1
Карачаево-Черкесская Республика,2022,14,viirs,0.4621429925748442,0.2155043080156302,9045,1
Карачаево-Черкесская Республика,2022,15,viirs,0.463485187785403,0.21703277865633405,9063,1
Карачаево-Черкесская Республика,2022,16,viirs,0.5391777124215852,0.31014855296364696,9088,1
Карачаево-Черкесская Республика,2022,17,viirs,0.5517685307751984,0.31638797191903634,9366,1
Карачаево-Черкесская Республика,2022,18,viirs,0.6237787161039325,0.37488718881449407,9389,1
Карачаево-Черкесская Республика,2022,19,viirs,0.6229250812418179,0.37523669698116924,9146,1
Карачаево-Черкесская Республика,2022,20,viirs,0.6446601984009962,0.39916521825588475,9210,1
Карачаево-Черкесская Республика,2022,21,viirs,0.675724463460598,0.4389048547640687,9226,1
Карачаево-Черкесская Республика,2022,22,viirs,0.7043012337969915,0.4686440828050313,8463,1
Карачаево-Черкесская Республика,2022,23,viirs,0.7159405318428652,0.48381105840494304,9198,1
Карачаево-Черкесская Республика,2022,24,viirs,0.6894120464200822,0.4719056019484579,9145,1
Карачаево-Черкесская Республика,2022,25,viirs,0.7677939530866955,0.55410092890655,4350,1
Карачаево-Черкесская Республика,2022,26,viirs,0.7684130692447961,0.5547648075689814,4352,1
Карачаево-Черкесская Республика,2022,28,viirs,0.6780772947240375,0.4768769393133743,5928,1
Карачаево-Черкесская Республика,2022,29,viirs,0.677287858467074,0.4678682978970872,8451,1
Карачаево-Черкесская Республика,2022,30,viirs,0.6510330488746298,0.41733925751718076,9397,1
Карачаево-Черкесская Республика,2022,31,viirs,0.6287560889027343,0.38456765873497134,9413,1
Карачаево-Черкесская Республика,2022,32,viirs,0.5715107594089648,0.3423349157798821,9398,1
Карачаево-Черкесская Республика,2022,33,viirs,0.5386861227544804,0.27621440096261407,9398,1
Карачаево-Черкесская Республика,2022,34,viirs,0.5467004773556035,0.265872348559786,9415,1
Карачаево-Черкесская Республика,2022,35,viirs,0.537477448755776,0.26181632170618,9416,1
Карачаево-Черкесская Республика,2023,13,viirs,0.4437149787193811,0.23742628641094385,3308,1
Карачаево-Черкесская Республика,2023,14,viirs,0.4974422339700877,0.25843145008948804,7288,1
Карачаево-Черкесская Республика,2023,15,viirs,0.5297406260754322,0.2717513264380193,5364,1
Карачаево-Черкесская Республика,2023,17,viirs,0.6054977187649987,0.3684994916523494,8634,1
Карачаево-Черкесская Республика,2023,18,viirs,0.6312475591859655,0.3873121465318402,8924,1
Карачаево-Черкесская Республика,2023,19,viirs,0.6588217725695175,0.4281293425086407,9046,1
Карачаево-Черкесская Республика,2023,20,viirs,0.6667480087721719,0.4294701878772074,9007,1
Карачаево-Черкесская Республика,2023,21,viirs,0.7097594209830593,0.45564307711171137,9249,1
Карачаево-Черкесская Республика,2023,22,viirs,0.7193696324869369,0.4599540833782274,9326,1
Карачаево-Черкесская Республика,2023,23,viirs,0.7450010642273055,0.4919854287820222,9370,1
Карачаево-Черкесская Республика,2023,24,viirs,0.7389459675462452,0.49533253942882294,9361,1
Карачаево-Черкесская Республика,2023,25,viirs,0.7312005256753333,0.5168294004437423,8254,1
Карачаево-Черкесская Республика,2023,26,viirs,0.7548451453718045,0.5515361594904767,9257,1
Карачаево-Черкесская Республика,2023,27,viirs,0.7584823050669601,0.5528691391693661,9330,1
Карачаево-Черкесская Республика,2023,28,viirs,0.7471176170733284,0.5327078294734555,9380,1
Карачаево-Черкесская Республика,2023,29,viirs,0.7042505588613489,0.49225899917330496,9405,1
Карачаево-Черкесская Республика,2023,30,viirs,0.6522583443041621,0.43629047881373756,9402,1
Карачаево-Черкесская Республика,2023,31,viirs,0.5576243447289404,0.387073856587113,9015,1
Карачаево-Черкесская Республика,2023,32,viirs,0.540491760764208,0.32591803910533756,9312,1
Карачаево-Черкесская Республика,2023,33,viirs,0.509772158851782,0.2928978087090764,9413,1
Карачаево-Черкесская Республика,2023,34,viirs,0.46809138948965145,0.2736549167542795,9407,1
Карачаево-Черкесская Республика,2023,35,viirs,0.4143910016054206,0.2174121388178985,9409,1
Карачаево-Черкесская Республика,2024,13,viirs,0.4227266808326336,0.21326292287508036,8799,1
Карачаево-Черкесская Республика,2024,14,viirs,0.4549620490080527,0.2432872082455217,8504,1
Карачаево-Черкесская Республика,2024,15,viirs,0.46835164615173647,0.258843038639878,7078,1
Карачаево-Черкесская Республика,2024,17,viirs,0.5856398558661167,0.31889868908380686,7215,1
Карачаево-Черкесская Республика,2024,18,viirs,0.5869531243432469,0.3232756507566866,7523,1
Карачаево-Черкесская Республика,2024,19,viirs,0.5965993791582069,0.35507591346553846,9342,1
Карачаево-Черкесская Республика,2024,20,viirs,0.6102164931477705,0.3677866398810945,9345,1
Карачаево-Черкесская Республика,2024,21,viirs,0.6878437802979203,0.427869389763994,9085,1
Карачаево-Черкесская Республика,2024,22,viirs,0.6836400976712145,0.42385717328552924,8925,1
Карачаево-Черкесская Республика,2024,23,viirs,0.6624155279099283,0.43545210609999596,5843,1
Карачаево-Черкесская Республика,2024,24,viirs,0.6477150324334408,0.4297541511723664,6411,1
Карачаево-Черкесская Республика,2024,25,viirs,0.5798479099376165,0.40591365475564795,5146,1
Карачаево-Черкесская Республика,2024,26,viirs,0.6055154484679016,0.3945765580664356,9315,1
Карачаево-Черкесская Республика,2024,27,viirs,0.6244723464534119,0.40095653682779653,9354,1
Карачаево-Черкесская Республика,2024,28,viirs,0.6300897811568504,0.4014042423731227,9403,1
Карачаево-Черкесская Республика,2024,29,viirs,0.5780108701572505,0.3797380322106183,9399,1
Карачаево-Черкесская Республика,2024,30,viirs,0.528548115098982,0.3208363106365222,9280,1
Карачаево-Черкесская Республика,2024,31,viirs,0.4903986538220626,0.2830766928868196,8842,1
Карачаево-Черкесская Республика,2024,32,viirs,0.4786856590198009,0.25549481962291626,9321,1
Карачаево-Черкесская Республика,2024,33,viirs,0.45147069467983914,0.2479411104594686,9303,1
Карачаево-Черкесская Республика,2024,34,viirs,0.4085650921862923,0.21720098620970163,9391,1
Карачаево-Черкесская Республика,2024,35,viirs,0.41093098514575216,0.21102042883611372,9411,1
Карачаево-Черкесская Республика,2025,13,viirs,0.4802720693970801,0.22007068691038542,8296,1
Карачаево-Черкесская Республика,2025,14,viirs,0.4847663900854925,0.22343563269048178,7265,1
Карачаево-Черкесская Республика,2025,15,viirs,0.5498966120573826,0.3170561627694962,8035,1
Карачаево-Черкесская Республика,2025,16,viirs,0.5499589378647733,0.31712563572272884,8037,1
Карачаево-Черкесская Республика,2025,17,viirs,0.5959067296373924,0.37393772458244046,9205,1
Карачаево-Черкесская Республика,2025,18,viirs,0.5956974800928133,0.37399252449072684,9240,1
Карачаево-Черкесская Республика,2025,19,viirs,0.6756996950089671,0.4246492784548632,9256,1
Карачаево-Черкесская Республика,2025,20,viirs,0.6785287149881823,0.42769169286252773,9262,1
Карачаево-Черкесская Республика,2025,21,viirs,0.6988009258973684,0.4358657733689064,9352,1
Карачаево-Черкесская Республика,2025,22,viirs,0.7021413201938869,0.4375159940930095,9322,1
Карачаево-Черкесская Республика,2025,23,viirs,0.6656215578528614,0.42562378267886297,9119,1
Карачаево-Черкесская Республика,2025,24,viirs,0.6579651579505272,0.42232937218266453,9142,1
Карачаево-Черкесская Республика,2025,25,viirs,0.6826722723826365,0.42976109142361246,9028,1
Карачаево-Черкесская Республика,2025,26,viirs,0.6821204902489436,0.4295687553439636,9044,1
Карачаево-Черкесская Республика,2025,27,viirs,0.6707875368931385,0.435603309000967,8783,1
Карачаево-Черкесская Республика,2025,28,viirs,0.6825821862010482,0.44461036429411877,9365,1
Карачаево-Черкесская Республика,2025,29,viirs,0.6659393776208583,0.42587600939343206,9352,1
Карачаево-Черкесская Республика,2025,30,viirs,0.6316781147976529,0.3945902582859562,9371,1
Карачаево-Черкесская Республика,2025,31,viirs,0.5733216362417426,0.3521564205147521,9387,1
Карачаево-Черкесская Республика,2025,32,viirs,0.5663709179323919,0.34281786851841944,9370,1
Карачаево-Черкесская Республика,2025,33,viirs,0.5507770060545697,0.30865963812440933,9393,1
Карачаево-Черкесская Республика,2025,34,viirs,0.5534079528310418,0.29755833008645427,9407,1
Карачаево-Черкесская Республика,2025,35,viirs,0.5177025546913359,0.26800708537030266,9400,1
Кемеровская область,2012,13,viirs,0.27988407037737173,0.12386304568884665,35693,1
Кемеровская область,2012,14,viirs,0.2992583992046132,0.13189410647615943,62240,1
Кемеровская область,2012,15,viirs,0.30034808102997845,0.13428144962490968,62233,1
Кемеровская область,2012,16,viirs,0.33778165465913784,0.15751532161380927,53404,1
Кемеровская область,2012,17,viirs,0.34341578560544683,0.1605416062051449,52642,1
Кемеровская область,2012,18,viirs,0.4758303151649778,0.23250552934153704,61866,1
Кемеровская область,2012,19,viirs,0.5493818889260904,0.2811059511578206,64295,1
Кемеровская область,2012,20,viirs,0.621403727261844,0.33328769702006517,64375,1
Кемеровская область,2012,21,viirs,0.63218548103984,0.3425607081494499,57112,1
Кемеровская область,2012,22,viirs,0.6783210723846954,0.3962484645397728,44518,1
Кемеровская область,2012,23,viirs,0.6813124680731458,0.39706061410107346,43637,1
Кемеровская область,2012,24,viirs,0.7037929233013236,0.4093036847582601,43376,1
Кемеровская область,2012,25,viirs,0.6895603035667317,0.4030047062174045,54056,1
Кемеровская область,2012,26,viirs,0.6072438457138883,0.3566018978820912,32301,1
Кемеровская область,2012,27,viirs,0.5411555412738895,0.29592389601035324,35175,1
Кемеровская область,2012,28,viirs,0.5629978068507713,0.30460938323797565,37525,1
Кемеровская область,2012,29,viirs,0.5791459861417633,0.2907509113698497,56061,1
Кемеровская область,2012,30,viirs,0.6043325595190255,0.3014207435679673,64733,1
Кемеровская область,2012,31,viirs,0.6173359301688414,0.3092719964422634,63577,1
Кемеровская область,2012,32,viirs,0.6167856463185228,0.3057829865551858,62317,1
Кемеровская область,2012,33,viirs,0.594835104941124,0.27977055725573313,21745,1
Кемеровская область,2012,34,viirs,0.5611151388715258,0.2555354959861288,65084,1
Кемеровская область,2012,35,viirs,0.5614692771393023,0.25586189563561645,65121,1
Кемеровская область,2013,13,viirs,0.18644102983178737,0.07561577886615277,22115,1
Кемеровская область,2013,14,viirs,0.3041777736157377,0.1139679424639518,42381,1
Кемеровская область,2013,15,viirs,0.322274789531556,0.12102468580729826,36795,1
Кемеровская область,2013,16,viirs,0.42092402975990073,0.22050535224374818,4789,1
Кемеровская область,2013,17,viirs,0.427171899502251,0.2245757287837644,4437,1
Кемеровская область,2013,18,viirs,0.48615541143470015,0.2467824251866626,9402,1
Кемеровская область,2013,19,viirs,0.5607853330348327,0.28263704001267403,26401,1
Кемеровская область,2013,20,viirs,0.5941610269976811,0.3045084818621809,24978,1
Кемеровская область,2013,21,viirs,0.7508154914246438,0.4591349126379499,57952,1
Кемеровская область,2013,22,viirs,0.7561167284255836,0.46751226258171297,58833,1
Кемеровская область,2013,23,viirs,0.7930872424745922,0.5195927739109523,25842,1
Кемеровская область,2013,24,viirs,0.8143654956496248,0.5512938771512514,65192,1
Кемеровская область,2013,25,viirs,0.8126608005222763,0.5502741952997771,65191,1
Кемеровская область,2013,26,viirs,0.7615155048869259,0.5025745483449987,17284,1
Кемеровская область,2013,27,viirs,0.6264025063188058,0.3976717774739606,3024,1
Кемеровская область,2013,28,viirs,0.6963731660653173,0.4150462495580863,28732,1
Кемеровская область,2013,29,viirs,0.6963024604231719,0.39946504591166765,58808,1
Кемеровская область,2013,30,viirs,0.6868731547240696,0.3978136523785594,55809,1
Кемеровская область,2013,31,viirs,0.6456461363559907,0.3862820814445873,29936,1
Кемеровская область,2013,32,viirs,0.6313713737161987,0.36801848242122087,27410,1
Кемеровская область,2013,33,viirs,0.5307074837157293,0.3149199535939248,32072,1
Кемеровская область,2013,34,viirs,0.4770400241141807,0.2698761543991365,56334,1
Кемеровская область,2013,35,viirs,0.46388470303540336,0.25961969461318163,57146,1
Кемеровская область,2014,13,viirs,0.2856868851025181,0.12275275195168625,62556,1
Кемеровская область,2014,14,viirs,0.29153260465628633,0.1332454334897144,52861,1
Кемеровская область,2014,15,viirs,0.31696208314576246,0.15196743598313886,62112,1
Кемеровская область,2014,16,viirs,0.3510484003483463,0.1738786957839087,53211,1
Кемеровская область,2014,17,viirs,0.4175392069192071,0.20085204489522068,64329,1
Кемеровская область,2014,18,viirs,0.42083431236163404,0.20373033423927836,64418,1
Кемеровская область,2014,19,viirs,0.5427175538234381,0.29740666446247477,6421,1
Кемеровская область,2014,20,viirs,0.6508110175456812,0.36905313991018834,65225,1
Кемеровская область,2014,21,viirs,0.6681310154998947,0.392668376220004,65226,1
Кемеровская область,2014,22,viirs,0.7742374987566532,0.503076502615538,49455,1
Кемеровская область,2014,23,viirs,0.8046545276367966,0.5445146219703215,63101,1
Кемеровская область,2014,24,viirs,0.8033084324236366,0.5446748837943899,64781,1
Кемеровская область,2014,25,viirs,0.7799738882787488,0.518815736150552,63086,1
Кемеровская область,2014,26,viirs,0.7636004516726772,0.49729179155903314,30245,1
Кемеровская область,2014,27,viirs,0.722840988159744,0.45898590951298934,43194,1
Кемеровская область,2014,28,viirs,0.69531491023141,0.4316978739007089,55385,1
Кемеровская область,2014,29,viirs,0.6753392054398656,0.41232331919510284,60645,1
Кемеровская область,2014,30,viirs,0.6554319150832807,0.39130073166471147,64421,1
Кемеровская область,2014,31,viirs,0.6245910658740601,0.34287355663049224,60791,1
Кемеровская область,2014,32,viirs,0.5216655995330713,0.33005436809717775,28592,1
Кемеровская область,2014,33,viirs,0.4755563464611517,0.24062187967330317,45044,1
Кемеровская область,2014,34,viirs,0.4732968544880888,0.23895041551331211,46321,1
Кемеровская область,2014,35,viirs,0.3666959238637052,0.22340189584215933,263,1
Кемеровская область,2015,13,viirs,0.16052123191863893,0.0938073285224626,10277,1
Кемеровская область,2015,14,viirs,0.2807100027738619,0.13550060869186364,19913,1
Кемеровская область,2015,15,viirs,0.32749291081863746,0.15410133249576047,62573,1
Кемеровская область,2015,16,viirs,0.4146444626344487,0.2145142117977366,65028,1
Кемеровская область,2015,17,viirs,0.4168220803465811,0.2163225475465456,64680,1
Кемеровская область,2015,18,viirs,0.6031189673417002,0.35878915711446074,22123,1
Кемеровская область,2015,19,viirs,0.6956766491414407,0.4225157958659805,64274,1
Кемеровская область,2015,20,viirs,0.7350792446723979,0.46541345812396345,64998,1
Кемеровская область,2015,21,viirs,0.7894105274621156,0.534324313647481,64729,1
Кемеровская область,2015,22,viirs,0.8006936889088252,0.5454670574533702,65233,1
Кемеровская область,2015,23,viirs,0.7823093603676188,0.5266160941479242,65221,1
Кемеровская область,2015,24,viirs,0.7596373110235896,0.5058302437499232,33295,1
Кемеровская область,2015,25,viirs,0.7181530784299849,0.4583677130011109,54859,1
Кемеровская область,2015,26,viirs,0.702782626315327,0.4348359151299097,60779,1
Кемеровская область,2015,27,viirs,0.677407454097381,0.39270279963930094,59718,1
Кемеровская область,2015,28,viirs,0.6638900241299052,0.37717727231676496,62445,1
Кемеровская область,2015,29,viirs,0.6322502853422602,0.35924466650532566,54266,1
Кемеровская область,2015,30,viirs,0.6141852890938373,0.34897098912139,65211,1
Кемеровская область,2015,31,viirs,0.6137419543521799,0.3458541409769997,65230,1
Кемеровская область,2015,32,viirs,0.5530276225957054,0.3045747922893447,54820,1
Кемеровская область,2015,33,viirs,0.5567908997648554,0.27950006311031006,12182,1
Кемеровская область,2015,34,viirs,0.4128910516308255,0.2216559297892613,24890,1
Кемеровская область,2015,35,viirs,0.41750780021074074,0.20269777638294997,54916,1
Кемеровская область,2016,13,viirs,0.2123283107448979,0.09833259294012399,13824,1
Кемеровская область,2016,14,viirs,0.31091869997139515,0.14076249469555469,15403,1
Кемеровская область,2016,15,viirs,0.37107742352442913,0.16064934712917825,64889,1
Кемеровская область,2016,16,viirs,0.3926289276817166,0.17878110367819258,65078,1
Кемеровская область,2016,17,viirs,0.42728253923417037,0.2066165127239174,64419,1
Кемеровская область,2016,18,viirs,0.4827875527463766,0.24591529679147092,64601,1
Кемеровская область,2016,19,viirs,0.5856637181407306,0.32580453481941174,65190,1
Кемеровская область,2016,20,viirs,0.6326828792572584,0.3635462937611246,65195,1
Кемеровская область,2016,21,viirs,0.6862403479940703,0.4069486652058646,46583,1
Кемеровская область,2016,22,viirs,0.7765266021910722,0.49770558980340923,35776,1
Кемеровская область,2016,23,viirs,0.7794361085291086,0.505947024316563,37622,1
Кемеровская область,2016,24,viirs,0.7842797889217067,0.5185397359958219,24631,1
Кемеровская область,2016,25,viirs,0.7504560429735583,0.46560495135495483,27351,1
Кемеровская область,2016,26,viirs,0.7398654453598753,0.44262932942884753,31432,1
Кемеровская область,2016,27,viirs,0.7182243527394537,0.45656043423292353,62879,1
Кемеровская область,2016,28,viirs,0.7154945556211715,0.4563345053363133,63191,1
Кемеровская область,2016,29,viirs,0.6830879809715484,0.3912543547737102,62631,1
Кемеровская область,2016,30,viirs,0.6657832688269821,0.37299109238843947,65248,1
Кемеровская область,2016,31,viirs,0.6568188454192051,0.36747959672977226,65248,1
Кемеровская область,2016,32,viirs,0.6146604677207826,0.3463062659279771,64992,1
Кемеровская область,2016,33,viirs,0.5826517370637325,0.3151583471093204,65235,1
Кемеровская область,2016,34,viirs,0.5565095270185801,0.28446938412318207,65241,1
Кемеровская область,2016,35,viirs,0.5016886349957922,0.25398127561778666,61659,1
Кемеровская область,2017,13,viirs,0.28143184418995304,0.12428789197550412,58026,1
Кемеровская область,2017,14,viirs,0.29325614571444386,0.13264222366449913,59481,1
Кемеровская область,2017,15,viirs,0.2876794066420977,0.13796734903879895,42732,1
Кемеровская область,2017,16,viirs,0.3941985354745252,0.20574933939652895,26201,1
Кемеровская область,2017,17,viirs,0.45823158124886865,0.2407019022601108,44614,1
Кемеровская область,2017,18,viirs,0.5310369669844378,0.2983133453308709,64242,1
Кемеровская область,2017,19,viirs,0.6065046919054408,0.3374676715807773,65236,1
Кемеровская область,2017,20,viirs,0.7034881059632082,0.43148069281169005,65198,1
Кемеровская область,2017,21,viirs,0.7511499874732687,0.4691556462629505,65170,1
Кемеровская область,2017,22,viirs,0.7676580570383933,0.494437097951004,64936,1
Кемеровская область,2017,23,viirs,0.7927801281989967,0.5568699863965578,41081,1
Кемеровская область,2017,24,viirs,0.7942617692927919,0.5513615612433882,22746,1
Кемеровская область,2017,25,viirs,0.7775126717932703,0.5174083418730674,23239,1
Кемеровская область,2017,26,viirs,0.7333816080284901,0.46928614305657884,29911,1
Кемеровская область,2017,27,viirs,0.711272393721254,0.44423545169148004,25272,1
Кемеровская область,2017,29,viirs,0.6687398874137037,0.3841146797644898,64412,1
Кемеровская область,2017,30,viirs,0.6511224055714426,0.36992589643671225,64053,1
Кемеровская область,2017,31,viirs,0.5653850320330337,0.3340037982562005,37692,1
Кемеровская область,2017,32,viirs,0.5530553889963528,0.3176739067185913,25795,1
Кемеровская область,2017,33,viirs,0.4845023021514139,0.2780761190099455,5183,1
Кемеровская область,2017,34,viirs,0.4697015468865714,0.2325662477944065,887,1
Кемеровская область,2017,35,viirs,0.46440148567378314,0.21436423984211422,64970,1
Кемеровская область,2018,13,viirs,0.22889621500861224,0.10956682114934868,11856,1
Кемеровская область,2018,14,viirs,0.29000364387312405,0.12920993862078944,53158,1
Кемеровская область,2018,15,viirs,0.3062236344922884,0.1431372354075492,57997,1
Кемеровская область,2018,16,viirs,0.3074953122937366,0.1478709818765577,49190,1
Кемеровская область,2018,17,viirs,0.3141972041579108,0.14606616575338413,12634,1
Кемеровская область,2018,18,viirs,0.4220226992524479,0.23038277028672166,6309,1
Кемеровская область,2018,19,viirs,0.5688634025855979,0.320415753351519,25158,1
Кемеровская область,2018,20,viirs,0.6357747708915182,0.37402849740549365,29242,1
Кемеровская область,2018,21,viirs,0.7701319391691297,0.5000191236647032,59685,1
Кемеровская область,2018,22,viirs,0.7881622852285965,0.5314816900800956,61679,1
Кемеровская область,2018,23,viirs,0.8226504884385138,0.5785062541630939,64749,1
Кемеровская область,2018,24,viirs,0.82170608330948,0.5794669703560392,63142,1
Кемеровская область,2018,25,viirs,0.7817274028203707,0.562145718052809,45679,1
Кемеровская область,2018,26,viirs,0.7647284177564206,0.49227405568299215,63886,1
Кемеровская область,2018,27,viirs,0.765388025234619,0.4958556939568255,65226,1
Кемеровская область,2018,28,viirs,0.7616233694439863,0.49353847966255676,65230,1
Кемеровская область,2018,29,viirs,0.6988602579221642,0.4230927183406508,63879,1
Кемеровская область,2018,30,viirs,0.6299210334664481,0.35983928180521413,24958,1
Кемеровская область,2018,31,viirs,0.5856587293340745,0.3455983272813158,51991,1
Кемеровская область,2018,32,viirs,0.5551379636241655,0.3100713994077801,65246,1
Кемеровская область,2018,33,viirs,0.5387377256712403,0.29240807816446385,65246,1
Кемеровская область,2018,34,viirs,0.45171547064895023,0.22484512453643704,65189,1
Кемеровская область,2018,35,viirs,0.4523580744907669,0.22401678182775545,65233,1
Кемеровская область,2019,13,viirs,0.2815668053581193,0.12451087426789015,63822,1
Кемеровская область,2019,14,viirs,0.2829444518798782,0.1265149887946485,63122,1
Кемеровская область,2019,15,viirs,0.3049397926110194,0.14595638603009112,63719,1
Кемеровская область,2019,16,viirs,0.30905550083671246,0.14865632394768713,62003,1
Кемеровская область,2019,17,viirs,0.3681152600358436,0.18383651894944517,26925,1
Кемеровская область,2019,18,viirs,0.4605630310327396,0.23702682674635747,57700,1
Кемеровская область,2019,19,viirs,0.4899660613987561,0.2559961731231019,56214,1
Кемеровская область,2019,20,viirs,0.6658416370915387,0.41446806002497055,36129,1
Кемеровская область,2019,21,viirs,0.7195730588262375,0.47763105071588235,43739,1
Кемеровская область,2019,22,viirs,0.7692597175398583,0.5313124636019877,29939,1
Кемеровская область,2019,23,viirs,0.7852123793098564,0.5572260791745302,48165,1
Кемеровская область,2019,24,viirs,0.7762112213608603,0.5426647582517052,52285,1
Кемеровская область,2019,25,viirs,0.7141160627876134,0.4749227117827989,31296,1
Кемеровская область,2019,26,viirs,0.7206708605363666,0.447665764103589,64725,1
Кемеровская область,2019,27,viirs,0.7215264715660813,0.44782344702374244,64716,1
Кемеровская область,2019,28,viirs,0.6135990959123799,0.36620563206164414,7184,1
Кемеровская область,2019,29,viirs,0.5996224669172838,0.3382016017233641,58591,1
Кемеровская область,2019,30,viirs,0.6007747027680173,0.33993032112699967,59683,1
Кемеровская область,2019,31,viirs,0.5842872109087283,0.3175818531559333,63672,1
Кемеровская область,2019,32,viirs,0.5823238243069295,0.3133137172419752,64011,1
Кемеровская область,2019,33,viirs,0.5034519701846182,0.2593102164731063,65102,1
Кемеровская область,2019,34,viirs,0.4950563812994005,0.25623435810199396,65236,1
Кемеровская область,2019,35,viirs,0.4606742932127769,0.2356806631699417,65234,1
Кемеровская область,2020,13,viirs,0.276844259807421,0.11907051646028152,54546,1
Кемеровская область,2020,14,viirs,0.3178540155837277,0.1499778207468827,60433,1
Кемеровская область,2020,15,viirs,0.3917405471175492,0.19415083557643184,62331,1
Кемеровская область,2020,16,viirs,0.49792509083651054,0.25773899520993343,65044,1
Кемеровская область,2020,17,viirs,0.5244061064884067,0.27984854291393785,65018,1
Кемеровская область,2020,18,viirs,0.5884790766448205,0.34184377103204333,44544,1
Кемеровская область,2020,19,viirs,0.6576726412898956,0.3919856855628011,25875,1
Кемеровская область,2020,20,viirs,0.7494665339268731,0.47733791974010126,34524,1
Кемеровская область,2020,21,viirs,0.7811246420853616,0.5129528458340427,61192,1
Кемеровская область,2020,22,viirs,0.793648924819694,0.5341582934230137,64654,1
Кемеровская область,2020,23,viirs,0.7865870209263178,0.5284638347876379,60674,1
Кемеровская область,2020,24,viirs,0.744990951956182,0.4953327168074164,63010,1
Кемеровская область,2020,25,viirs,0.7464599496020318,0.49349379367313356,64656,1
Кемеровская область,2020,26,viirs,0.6973939668309859,0.42872863709432046,64257,1
Кемеровская область,2020,27,viirs,0.6679067487367519,0.3959134867310185,58584,1
Кемеровская область,2020,28,viirs,0.6043264064309661,0.35182972866444673,60518,1
Кемеровская область,2020,29,viirs,0.5861890653009064,0.3403524176472997,55699,1
Кемеровская область,2020,30,viirs,0.573046472406091,0.3057928809561202,37053,1
Кемеровская область,2020,31,viirs,0.5517833619086603,0.29904253655798213,43280,1
Кемеровская область,2020,32,viirs,0.5454701977031283,0.2848336978280158,63782,1
Кемеровская область,2020,33,viirs,0.5454059725821367,0.28439092369397645,64524,1
Кемеровская область,2020,34,viirs,0.4898801585684181,0.2535552381970058,55462,1
Кемеровская область,2020,35,viirs,0.43712549022501596,0.2378347821369355,23440,1
Кемеровская область,2021,13,viirs,0.23109570097412305,0.10352559254268703,33407,1
Кемеровская область,2021,14,viirs,0.2512446939208301,0.11427013637280352,39326,1
Кемеровская область,2021,15,viirs,0.3110916657435672,0.1453157083546381,59865,1
Кемеровская область,2021,16,viirs,0.3151738563969077,0.14918991654023747,59812,1
Кемеровская область,2021,17,viirs,0.3821019391125328,0.1921927482104393,55507,1
Кемеровская область,2021,18,viirs,0.5192784127949979,0.28970846546253565,29079,1
Кемеровская область,2021,19,viirs,0.6283872165665736,0.35607118057021453,64784,1
Кемеровская область,2021,20,viirs,0.6530787467459865,0.37772578564686243,65011,1
Кемеровская область,2021,21,viirs,0.7049267858020134,0.4379921798350182,35932,1
Кемеровская область,2021,22,viirs,0.7856443678006232,0.5373519391942999,32556,1
Кемеровская область,2021,23,viirs,0.8333627395501303,0.5926643706748007,61325,1
Кемеровская область,2021,24,viirs,0.8366969711195794,0.6010292189656696,61682,1
Кемеровская область,2021,25,viirs,0.8164454915677358,0.5842511985600527,61473,1
Кемеровская область,2021,26,viirs,0.7920973574350405,0.55011820366333,63068,1
Кемеровская область,2021,27,viirs,0.7470257909670838,0.5023678062798901,54132,1
Кемеровская область,2021,28,viirs,0.6443375804761917,0.3858693111960841,31487,1
Кемеровская область,2021,29,viirs,0.6551869360281858,0.3866200922591832,65236,1
