region,year,month,t2m_c,swvl1_m3m3,ssrd_mj_m2,tp_mm,pev_mm
Псковская область,2019,7,16.016746868874407,0.3400476729481586,537.7772877611579,108.42178456667267,199.40138065376385
Псковская область,2019,8,16.320985845144776,0.3444623958647467,452.8869675609168,99.7502175083921,165.81088217341568
Псковская область,2019,9,11.877013320830827,0.34805577626705747,291.9469561519904,66.3198939868922,125.59490357003254
Псковская область,2020,4,4.727442032062868,0.3598149096002337,428.3266265862485,52.164365707102384,170.86219379568274
Псковская область,2020,5,10.099248435615209,0.34570386125037694,618.3947148468034,63.00568789950335,235.34978295264114
Псковская область,2020,6,19.507287524031256,0.3010123037745495,598.3519603136309,72.03067851447207,249.200176146551
Псковская область,2020,7,17.345975360939406,0.3038416955669481,548.0206915778047,90.9716659826558,224.98072345883767
Псковская область,2020,8,17.204440649973662,0.3012243070705952,448.7298160313631,64.48544019106349,184.7030946083897
Псковская область,2020,9,13.982637566910455,0.3426295373638231,272.719877044632,50.89722110623599,150.99097038782116
Псковская область,2021,4,5.641342814667553,0.36661368486245666,437.10125066344995,54.215908202761725,170.37215787553387
Псковская область,2021,5,11.426560615199037,0.3831595132089208,522.0812306731001,135.71246745670382,197.210136823473
Псковская область,2021,6,19.89432109469243,0.28952313504834515,679.5086549819059,61.4045855288132,255.0529961814639
Псковская область,2021,7,22.048840317306258,0.24731272293661413,656.6546889843185,33.382898030029686,283.1757878491473
Псковская область,2021,8,16.51176039232132,0.34244816208345896,387.9609086731001,123.78865018075801,165.3180012009831
Псковская область,2021,9,10.211300441985827,0.3569718419570831,234.232526960193,60.3866203664493,131.7204410082181
Псковская область,2022,4,4.341518579720059,0.3819869240460551,440.63387124246077,44.087482633437645,149.23551932103095
Псковская область,2022,5,10.106056395600888,0.33202578334095106,577.5356381109771,54.507496070781826,237.18735794070545
Псковская область,2022,6,17.851767295404898,0.31929421050988577,636.5451544270205,78.31805844991204,235.7445979902051
Псковская область,2022,7,18.39624624217811,0.31811059599762515,596.5121604463209,92.19240520763985,220.16062360117604
Псковская область,2022,8,20.35592328153274,0.27651000166687084,544.0927542726175,56.47754539770442,225.39962836248023
Псковская область,2022,9,9.714177119458725,0.3068976684128562,151.03333176115802,27.635037420577042,57.70707770337241
Псковская область,2023,4,7.439585436555262,0.3600979794639155,268.2154869481303,15.53869669593026,95.66938286631472
Псковская область,2023,5,12.191148974668295,0.2695915304996136,399.9285656960193,9.734149255036556,144.3826805382284
Псковская область,2023,6,17.45883842072527,0.2137006476647316,420.98207370325696,19.391834323642165,159.89352988283656
Псковская область,2023,7,17.54504715536416,0.26611219528069396,349.3431492135103,36.281958726317306,137.7388126474094
Псковская область,2023,8,19.55672614784379,0.31801768120005275,271.1044860747889,47.69396741435817,103.30433383655922
Псковская область,2023,9,15.559281231152,0.30334200243610526,201.2976635102533,13.457972913603014,81.81629475516203
Псковская область,2024,4,8.01382266643975,0.3812322674096709,354.0668730036188,84.78505286389223,142.90310087444126
Псковская область,2024,5,13.971124083515576,0.28915675845451033,680.178449199035,20.81634175540448,258.66227515212586
Псковская область,2024,6,18.23287640653274,0.3094038462897693,617.8763191556092,82.83850587219162,233.44011453797074
Псковская область,2024,7,20.1216501785849,0.32979868116942473,588.0081177177321,134.479408646991,222.3858665337896
Псковская область,2024,8,18.268220842129097,0.34804073835310806,486.72005913148377,81.09749520598575,172.84516831107248
Псковская область,2024,9,16.398083334118667,0.27230882817212004,363.73152879372736,25.729733337822346,165.05926775558436
