horizon_k,horizon_label,model_id,n,mae,rmse,r2,bias,mape
20,периоды 1–20 из 23,midas_almon,531,3.6311947133873224,5.073088535393181,0.8415713293616547,0.3685151454903007,14.265751223309083
20,периоды 1–20 из 23,ar_only,531,4.1450259660986415,5.518874425975363,0.8125049011862105,0.3300634680670915,16.547464554728606
20,периоды 1–20 из 23,naive_prev_year,531,4.838522339353749,6.373731447514922,0.7499214650506902,-0.8188683056794928,18.101749275540403
21,периоды 1–21 из 23,midas_beta,531,3.4795421705844647,4.9219933410609205,0.8508679669764592,0.22993802712287528,13.597340644112174
21,периоды 1–21 из 23,seasonal_within,531,3.5885420532856287,4.93742262688365,0.8499315141412239,0.2986960083962366,14.138540148770993
21,периоды 1–21 из 23,midas_umidas,531,3.5944834244416968,5.023231850853781,0.8446699999711493,0.4692481402505145,14.062821711190695
21,периоды 1–21 из 23,midas_almon,531,3.605049002360995,5.063969651233857,0.842140369017228,0.37360898288571265,14.178450843340961
21,периоды 1–21 из 23,ar_only,531,4.1450259660986415,5.518874425975363,0.8125049011862105,0.3300634680670915,16.547464554728606
21,периоды 1–21 из 23,naive_prev_year,531,4.838522339353749,6.373731447514922,0.7499214650506902,-0.8188683056794928,18.101749275540403
22,периоды 1–22 из 23,seasonal_within,531,3.6210998460272696,4.965058896540462,0.8482468537810958,0.32785433010816084,14.286443385528127
22,периоды 1–22 из 23,midas_almon,531,3.609287468730416,5.073001251405418,0.84157678093897,0.3579853846027453,14.18113154045777
22,периоды 1–22 из 23,midas_umidas,531,3.648984255172903,5.087446189066156,0.8406733033166391,0.42480422188356265,14.227198989509027
22,периоды 1–22 из 23,midas_beta,531,3.69458856824877,5.214262448786233,0.8326311361273933,0.3068849914111992,14.415456526608125
22,периоды 1–22 из 23,ar_only,531,4.1450259660986415,5.518874425975363,0.8125049011862105,0.3300634680670915,16.547464554728606
22,периоды 1–22 из 23,naive_prev_year,531,4.838522339353749,6.373731447514922,0.7499214650506902,-0.8188683056794928,18.101749275540403
23,периоды 1–23 из 23,midas_beta,531,3.5640349815950603,4.995014975785308,0.8464101613975371,0.09774938569529676,13.869426813841478
23,периоды 1–23 из 23,seasonal_within,531,3.6719222186694327,5.012902904591778,0.8453081332541745,0.33691682419878094,14.502851358843122
23,периоды 1–23 из 23,midas_almon,531,3.6228611640295507,5.0907721760853,0.8404649112370035,0.3312897991710091,14.212399762185973
23,периоды 1–23 из 23,midas_umidas,531,3.663174149236002,5.099866645937172,0.8398943954166264,0.420178273285807,14.268397931731236
23,периоды 1–23 из 23,ar_only,531,4.1450259660986415,5.518874425975363,0.8125049011862105,0.3300634680670915,16.547464554728606
23,периоды 1–23 из 23,naive_prev_year,531,4.838522339353749,6.373731447514922,0.7499214650506902,-0.8188683056794928,18.101749275540403
